datesold,price
2007-03-01,0.2567986496954376
2007-04-01,0.3852587839961295
2007-05-01,1.000000000001e-06
2007-06-01,0.1775589399237212
2007-07-01,0.5670743436536715
2007-08-01,0.1266662325103816
2007-09-01,0.163786517562788
2007-10-01,0.0008296319232944
2007-11-01,0.3012576913726875
2007-12-01,0.0709709795308544
2008-01-01,0.1633123633949996
2008-02-01,0.1219648155328386
2008-03-01,0.2934836971192752
2008-04-01,0.046619964587779
2008-05-01,0.2592056524172176
2008-06-01,0.1525965584643519
2008-07-01,0.080216917735174
2008-08-01,0.0669542018219563
2008-09-01,0.2488812504474456
2008-10-01,0.151748654007389
2008-11-01,0.2188740239671024
2008-12-01,0.0721342337886888
2009-01-01,0.142110216890887
2009-02-01,0.123800579378014
2009-03-01,0.3068626103516142
2009-04-01,0.0945322815343086
2009-05-01,0.1392098941722669
2009-06-01,0.2518709242799176
2009-07-01,0.140276013201899
2009-08-01,0.1134074906990754
2009-09-01,0.2006745575006324
2009-10-01,0.2131971869648098
2009-11-01,0.1554841586452945
2009-12-01,0.2120301142541344
2010-01-01,0.0627872470367102
2010-02-01,0.2886912168695684
2010-03-01,0.0843151712046282
2010-04-01,0.2656280063032746
2010-05-01,0.1290262476984346
2010-06-01,0.0876745218750521
2010-07-01,0.2125859034699207
2010-08-01,0.1738845858412049
2010-09-01,0.1739854325248309
2010-10-01,0.2034670486909683
2010-11-01,0.1246580795559147
2010-12-01,0.172660700964429
2011-01-01,0.0552462217915746
2011-02-01,0.2545543768784729
2011-03-01,0.1983338913289934
2011-04-01,0.106354818821546
2011-05-01,0.2129299518150834
2011-06-01,0.2618805550393926
2011-07-01,0.0526690071033052
2011-08-01,0.1786707131521162
2011-09-01,0.1093822598119186
2011-10-01,0.1421650370250578
2011-11-01,0.2236612336957815
2011-12-01,0.0757902954253627
2012-01-01,0.1688419052709811
2012-02-01,0.198026964428826
2012-03-01,0.143492960374039
2012-04-01,0.1433058703690573
2012-05-01,0.1625870690884639
2012-06-01,0.1541150598544519
2012-07-01,0.2215890075540433
2012-08-01,0.0706634386044438
2012-09-01,0.2878736009382291
2012-10-01,0.1455894118526214
2012-11-01,0.180814920308644
2012-12-01,0.113020253143646
2013-01-01,0.132896017364758
2013-02-01,0.1448364800059963
2013-03-01,0.2344918654418986
2013-04-01,0.1375995666159582
2013-05-01,0.1710586998767976
2013-06-01,0.1085383534516147
2013-07-01,0.2136018903765898
2013-08-01,0.0907352403203763
2013-09-01,0.1869089934730706
2013-10-01,0.2292422730783208
2013-11-01,0.0963443390089498
2013-12-01,0.2280458317603465
2014-01-01,0.1025963027441364
2014-02-01,0.1847260200316033
2014-03-01,0.1848915016673416
2014-04-01,0.1365075434316505
2014-05-01,0.2144590634674842
2014-06-01,0.09352238506563
2014-07-01,0.1729852615962145
2014-08-01,0.2152520139456609
2014-09-01,0.1080564653250605
2014-10-01,0.2049298140124616
2014-11-01,0.1933884405526641
2014-12-01,0.1395367375399317
2015-01-01,0.0683969336428898
2015-02-01,0.2370560967835125
2015-03-01,0.2810386074265264
2015-04-01,0.0598852762472173
2015-05-01,0.2432825057878787
2015-06-01,0.0440718771048878
2015-07-01,0.1882288063152043
2015-08-01,0.2114523589008524
2015-09-01,0.1174947326039131
2015-10-01,0.2458217027805059
2015-11-01,0.1732041521923662
2015-12-01,0.131718908463079
2016-01-01,0.065467031675534
2016-02-01,0.243516477236377
2016-03-01,0.1756341366716885
2016-04-01,0.1883776790938299
2016-05-01,0.0861909074717715
2016-06-01,0.1877514079639376
2016-07-01,0.1801519499186195
2016-08-01,0.1639587653767467
2016-09-01,0.2758865580710549
2016-10-01,0.0534297771957675
2016-11-01,0.3113919661680001
2016-12-01,0.0704921453577299
2017-01-01,0.0188536704675009
2017-02-01,0.322686253500751
2017-03-01,0.1654411953249031
2017-04-01,0.1677397657195463
2017-05-01,0.1595320406739774
2017-06-01,0.1432479560893636
2017-07-01,0.1513868872819042
2017-08-01,0.1613722414643693
2017-09-01,0.1795793650820155
2017-10-01,0.139127690086039
2017-11-01,0.2155441344588123
2017-12-01,0.147532144506253
2018-01-01,0.1098782776142791
2018-02-01,0.216223559771424
2018-03-01,0.1658448328057059
2018-04-01,0.1861558356984048
2018-05-01,0.137966300966119
2018-06-01,0.1325040808040352
2018-07-01,0.1840888214223948
